carbon_emissions,energy_output,renewability_index,cost_efficiency,sustainability
181.08904159657686,454.27196824969786,0.3736408184666985,2.7485160967807403,0
382.75000724347063,526.0920934375192,0.3329120962314033,3.860360476306674,0
306.19787963399176,869.0926538819623,0.17615391250286005,3.0320005129534993,0
259.5304694689628,406.0039474539029,0.6072666701014879,0.8748616240030838,0
104.60652415485278,882.6847163309542,0.4766241605086289,1.3351110655259992,0
104.59808211767093,179.32098787902234,0.8657009923240037,1.4869768281391362,1
70.32926425886981,799.1185934877676,0.03210958048205825,1.660389141401802,0
353.1616510212273,862.7928697492628,0.6438679275551263,3.044315263777269,0
260.3902541101231,263.6358875536049,0.7629488785115611,2.7678460092142707,0
297.8254022286159,487.3118791349804,0.759486569188307,1.4142201726389403,0
57.204573003530854,248.94979719729005,0.8860739670955251,0.8039967955505918,1
389.468448256698,735.943716094796,0.7290337428294941,1.2714449201362314,0
341.3549242801476,581.812991255491,0.9278100616476963,4.929715906783715,0
124.31868873739666,671.7910120374889,0.33265659982089146,2.608461274061625,0
113.63873852248523,276.83827026059004,0.5032094167515431,4.403054771159506,0
114.19157844870183,290.57127584717756,0.014079663282890675,4.319386100009795,0
156.4847850358382,137.34759295891573,0.006957587303291213,2.8018380085829317,0
233.66475107128323,389.86078167615676,0.2401266204515199,3.6800946880724457,0
201.18075652474053,603.7701952003074,0.10080719713908526,1.3673840468572052,0
151.93019906931465,872.1414225975959,0.2602113679357536,3.597785172171087,0
264.14851315283283,700.2347027128127,0.1770432945283974,1.7257306066848028,0
98.82285122821465,491.85669105977627,0.02852002483864824,4.244279435393679,0
152.25062698732637,957.8081029547241,0.9093041464060494,0.8767585989900946,1
178.2266451527921,747.3206805182487,0.008223131388891525,3.9791240279837488,0
209.62449447596256,937.148682576295,0.7360821443370854,0.9497160795587879,0
324.81158648755473,574.8291759449492,0.15214788691951653,4.46535156602439,0
119.8858237554259,333.01384731382564,0.9122296219996,1.8689203316075167,1
229.98205344476406,147.5440177282498,0.8927959395898858,3.4447701417375862,0
257.3450991017148,753.4763663354654,0.6539011463692573,2.6937602537912593,0
66.2576444519992,209.1726982049807,0.6722341498006051,2.148364153680525,1
262.6406981655034,372.4976154447705,0.005339141969688543,3.404488249325734,0
109.68344329055203,579.2238170955077,0.984871566113602,4.763853412480571,0
72.76805754484784,607.9749290017729,0.8778326035758144,0.6857138631857984,1
382.10993803866666,640.5248772884224,0.895106225730092,4.63483785147397,0
387.97121157609575,249.62979731473058,0.6592445370508719,3.2408674475945607,0
332.9390718407614,441.76366433948385,0.34478692865453653,4.132914353460736,0
